twitchlink,emote_count,badge_count,chat_count,users_count,new_users_count
https://www.twitch.tv/kendinemuzisyen,170,3096,2079,2180,395
https://www.twitch.tv/dhtekkz,230,986,1738,1756,159
https://www.twitch.tv/sparkykne,15,617,306,321,8
https://www.twitch.tv/krasififa_,244,1184,1909,1921,97
https://www.twitch.tv/egearseven,122,2649,2149,2166,225
https://www.twitch.tv/staysafetv,104,2064,1724,1736,91
https://www.twitch.tv/moonmoon,252,3377,2077,2212,322
